station,chip,channel,amplitude,width,transition_point_data,transition_point_erf,std_transition_point_(erf)
11,1,038,2.923039,999.100012,243.1826,243.18260008050362,0.0181994338297851
11,2,038,1.939779,1001.000642,160.436781,160.43678074049967,0.005500145817820124
11,3,038,1.761286,1000.336481,152.197363,152.1973631494429,0.007283621684374117
11,4,038,1.939988,1000.170766,191.809418,191.8094177826086,0.0027316855391311384
11,5,038,1.799832,998.861389,178.052106,178.05210588077236,0.00805940355830526
11,6,038,2.023497,999.462489,133.245104,133.24510376253644,0.0060821421917208445
11,7,038,2.416014,1000.360128,168.415333,168.41533302018593,0.007645454315086957
11,0,039,1.910908,999.164221,223.407599,223.40759924969976,0.0065483515465086925
11,1,039,1.823233,1001.003051,182.228361,182.22836084721948,0.0033322716743148526
11,2,039,1.765058,999.95286,171.432308,171.43230760248085,0.024273471632382772
11,3,039,1.776531,1000.758429,136.927681,136.92768074692825,0.0026817018152081214
11,4,039,1.937673,1001.325926,243.708478,243.70847830945365,0.0050747606596140745
11,5,039,1.667617,1001.006375,196.799395,196.79939459833437,0.002854579431790982
11,6,039,1.902628,1001.601932,168.003575,168.00357532751792,0.0026924708840631788
11,7,039,1.889153,1000.129133,207.819169,207.81916920570313,0.0028264688904485738
11,0,040,1.86469,1001.00026,238.701916,238.7019159265241,0.0032870747958337354
11,1,040,1.856211,1000.526784,199.978262,199.97826205028568,0.002186128116904151
11,2,040,1.78903,1001.023431,196.843291,196.8432912515627,0.007227584234175754
11,3,040,1.66102,998.899601,167.754174,167.75417434697252,0.008144656302897953
11,4,040,1.77846,996.632417,211.607041,211.60704065490637,0.015293717849001355
11,5,040,1.63385,1001.00852,196.806173,196.80617330054943,0.004864295893607319
11,6,040,1.972639,1000.812398,213.715503,213.71550329153476,0.002507072506044543
11,7,040,2.048534,1000.688176,201.891839,201.8918390889932,0.0025695563313957587
11,0,041,1.796752,1000.08573,194.864354,194.86435447397432,0.0036625145617201833
11,1,041,1.948332,1000.037945,219.388351,219.3883509878302,0.006091031972829151
11,2,041,1.737458,999.643907,173.480294,173.48029408358764,0.005415833535065479
11,3,041,1.610791,1000.668003,123.400991,123.40099122068767,0.0013969357495556703
11,4,041,1.843533,1000.012463,175.340063,175.3400627572664,0.0037872324843686222
11,5,041,1.76544,1000.682789,197.555971,197.5559707237172,0.0012231461924835283
11,6,041,1.845539,1000.150853,141.933088,141.93308756615758,0.002526505016925944
11,7,041,2.309073,1000.673273,204.68643,204.6864296420408,0.007763993315921639
11,0,042,1.819618,999.651855,239.485579,239.4855792796029,0.0052653083605479585
11,1,042,1.911565,1000.710076,153.224443,153.2244427954694,0.0035416536971563076
11,2,042,1.80994,1000.672415,220.236345,220.23634543145397,0.00321409279033719
11,3,042,2.045487,1000.570179,191.733888,191.7338884645829,0.0015117928384032221
11,4,042,2.002239,1000.458924,208.372967,208.37296696236928,0.008469981167098907
11,5,042,1.91077,1001.995476,190.079899,190.07989912453613,0.005218164715427436
11,6,042,2.009102,1000.212556,190.30974,190.30974022163164,0.01149777717891888
11,7,042,2.501032,999.495051,162.033951,162.0339507151696,0.008578862549431155
11,0,043,1.994998,1000.058147,208.95368,208.9536801112395,0.007877910198224128
11,1,043,1.723104,1001.039299,184.766199,184.76619925209638,0.011133457879480628
11,2,043,1.68039,999.709434,204.907505,204.90750541065023,0.0052558014471614165
11,3,043,1.767256,1000.392204,208.833325,208.83332485236835,0.006181908142825178
11,4,043,1.773469,999.776434,216.961775,216.96177455462947,0.004580734067439637
11,5,043,1.693301,1000.341476,236.5566,236.55660024719467,0.0026445729437124797
11,6,043,2.123798,1001.056439,185.768238,185.76823809602126,0.00033878161781097563
11,7,043,2.204306,999.89028,164.731919,164.73191891242004,0.005349355219514704
11,0,044,2.012279,1001.433948,121.153571,121.15357052349844,0.0017131700584970251
11,1,044,1.200091,1001.0,161.103437,161.09957425833355,33.32678789119807
11,2,044,1.631476,1000.678318,164.749468,164.7494676505984,0.0037772623118078716
11,3,044,1.586822,1000.164602,155.379664,155.37966388619785,0.003558415572058144
11,4,044,1.752165,1000.010808,173.73964,173.73963976273214,0.003706140704447334
11,5,044,1.739077,1000.675959,182.484228,182.4842279365735,0.0013939258924683961
11,6,044,1.658114,1000.348542,143.740324,143.74032435511398,0.002929916675610976
11,7,044,2.081578,1001.115377,212.824161,212.82416089654464,0.010034318831491298
11,0,045,1.83838,1000.505771,218.037958,218.03795824187011,0.00233732847086963
11,1,045,1.848901,999.19723,222.977585,222.9775845672115,0.007119277384291524
11,2,045,1.868747,1000.699567,191.519365,191.51936535140632,0.0011328119301235427
11,3,045,1.512914,1000.670196,126.774676,126.77467594216093,0.0021548467095456806
11,4,045,1.86728,1000.681395,166.239598,166.2395977317838,0.001479195783263407
11,5,045,1.923558,1000.723337,162.270038,162.2700375504924,0.0036322921887647127
11,6,045,1.94901,1000.755394,199.615555,199.61555450007796,0.0015714831028048114
11,7,045,2.000676,998.625054,200.491719,200.49171914924895,0.010119712134170563
11,0,046,1.831755,1000.324125,153.400231,153.40023140061126,0.01009873326665482
11,1,046,1.806562,1000.324961,178.194613,178.19461333407068,0.0027541909486156813
11,2,046,1.749534,1000.676949,177.44421,177.4442096549734,0.0032925824681356236
11,3,046,1.990535,1001.457022,187.851389,187.85138944998522,0.006669536833326417
11,4,046,1.872775,1001.060013,242.920213,242.92021311997763,0.011332859682237927
11,5,046,1.761317,1000.311547,133.872256,133.87225586081175,0.0024066640031340375
11,6,046,1.68015,998.885977,239.518659,239.5186593122021,0.008687377988276478
11,7,046,2.267126,999.998601,211.770297,211.77029736108796,0.004359514118772088
11,0,047,1.840678,999.359886,167.682129,167.68212887558062,0.006188374958985479
11,1,047,1.83046,1000.611369,200.33727,200.33727018737875,0.0019499720099395745
11,2,047,1.726428,1000.682171,180.623731,180.62373083974165,0.0017805655959860606
11,3,047,1.806711,1001.335451,203.103486,203.10348566575283,0.0008576724700060477
11,4,047,1.836915,1000.34076,242.220379,242.2203787144626,0.0063393526627868475
11,5,047,1.753396,1000.667873,197.039275,197.03927522796423,0.004542955659023055
11,6,047,1.833911,1000.401577,209.975113,209.9751133386543,0.0031373043065251673
11,7,047,2.288906,999.701638,230.666743,230.6667428396216,0.009956077195324884
11,0,048,1.888185,1000.376328,231.535011,231.53501142886108,0.004880150972377121
11,1,048,1.822447,999.972114,195.479933,195.479932709591,0.003847508912096986
11,2,048,1.739656,999.634069,223.412819,223.41281937843323,0.005294880242185259
11,3,048,1.695599,1000.667877,186.174655,186.17465511385907,0.004215372349102568
11,4,048,1.92521,1000.644349,232.872635,232.87263503399467,0.0012750317937123533
